瘤痢,瘤痢疙,老矫,10CM 沥矫 配剧荐盒(%),20CM 沥矫 配剧荐盒(%),30CM 沥矫 配剧荐盒(%),50CM 沥矫 配剧荐盒(%),,老矫,10CM 沥矫 配剧荐盒(%),20CM 沥矫 配剧荐盒(%),30CM 沥矫 配剧荐盒(%),50CM 沥矫 配剧荐盒(%)
702,劳魂,2022-02-19 16:00,16.9,26.3,28.4,28.5,,2022-02-19 13:00,16.6,26.1,28.4,28.5
702,劳魂,2022-02-19 17:00,16.9,26.3,28.4,28.5,,2022-02-19 14:00,16.8,26.1,28.4,28.5
702,劳魂,2022-02-19 18:00,16.9,26.3,28.4,28.5,,2022-02-19 15:00,16.8,26.1,28.4,28.5
702,劳魂,2022-02-19 19:00,17,26.3,28.4,28.5,,2022-02-19 16:00,16.9,26.3,28.4,28.5
702,劳魂,2022-02-19 20:00,17,26.3,28.4,28.5,,2022-02-19 17:00,16.9,26.3,28.4,28.5
702,劳魂,2022-02-19 21:00,17,26.3,28.4,28.5,,2022-02-19 18:00,16.9,26.3,28.4,28.5
702,劳魂,2022-02-19 22:00,17,26.3,28.4,28.5,,2022-02-19 19:00,17,26.3,28.4,28.5
702,劳魂,2022-02-19 23:00,16.9,26.3,28.4,28.5,,2022-02-19 20:00,17,26.3,28.4,28.5
702,劳魂,2022-02-20 0:00,16.9,26.3,28.4,28.5,,2022-02-19 21:00,17,26.3,28.4,28.5
702,劳魂,2022-02-20 1:00,16.8,26.3,28.4,28.5,,2022-02-19 22:00,17,26.3,28.4,28.5
702,劳魂,2022-02-20 2:00,16.6,26.3,28.4,28.5,,2022-02-19 23:00,16.9,26.3,28.4,28.5
702,劳魂,2022-02-20 3:00,16.5,26.3,28.4,28.5,,2022-02-20 0:00,16.9,26.3,28.4,28.5
702,劳魂,2022-02-20 4:00,16.3,26.3,28.4,28.5,,2022-02-20 1:00,16.8,26.3,28.4,28.5
702,劳魂,2022-02-20 5:00,16,26.3,28.4,28.5,,2022-02-20 2:00,16.6,26.3,28.4,28.5
702,劳魂,2022-02-20 6:00,15.7,26.3,28.4,28.5,,2022-02-20 3:00,16.5,26.3,28.4,28.5
702,劳魂,2022-02-20 7:00,15.2,26.3,28.4,28.5,,2022-02-20 4:00,16.3,26.3,28.4,28.5
702,劳魂,2022-02-20 8:00,14.5,26.3,28.4,28.5,,2022-02-20 5:00,16,26.3,28.4,28.5
702,劳魂,2022-02-20 9:00,14.2,26.3,28.4,28.5,,2022-02-20 6:00,15.7,26.3,28.4,28.5
702,劳魂,2022-02-20 10:00,14.6,26.1,28.4,28.5,,2022-02-20 7:00,15.2,26.3,28.4,28.5
702,劳魂,2022-02-20 11:00,14.8,26.1,28.4,28.5,,2022-02-20 8:00,14.5,26.3,28.4,28.5
702,劳魂,2022-02-20 12:00,15.2,26.1,28.4,28.5,,2022-02-20 9:00,14.2,26.3,28.4,28.5
702,劳魂,2022-02-20 13:00,15.8,26.1,28.4,28.5,,2022-02-20 10:00,14.6,26.1,28.4,28.5
702,劳魂,2022-02-20 14:00,16.3,26.1,28.4,28.5,,2022-02-20 11:00,14.8,26.1,28.4,28.5
702,劳魂,2022-02-20 15:00,16.4,26.1,28.4,28.5,,2022-02-20 12:00,15.2,26.1,28.4,28.5
702,劳魂,2022-02-20 16:00,16.4,26.1,28.4,28.5,,2022-02-20 13:00,15.8,26.1,28.4,28.5
702,劳魂,2022-02-20 17:00,16.4,26.1,28.4,28.5,,2022-02-20 14:00,16.3,26.1,28.4,28.5
702,劳魂,2022-02-20 18:00,16.5,26.1,28.4,28.5,,2022-02-20 15:00,16.4,26.1,28.4,28.5
702,劳魂,2022-02-20 19:00,16.4,26.1,28.4,28.5,,2022-02-20 16:00,16.4,26.1,28.4,28.5
702,劳魂,2022-02-20 20:00,16.4,26.1,28.4,28.5,,2022-02-20 17:00,16.4,26.1,28.4,28.5
702,劳魂,2022-02-20 21:00,16.3,26.1,28.4,28.5,,2022-02-20 18:00,16.5,26.1,28.4,28.5
702,劳魂,2022-02-20 22:00,16.1,26.1,28.4,28.5,,2022-02-20 19:00,16.4,26.1,28.4,28.5
702,劳魂,2022-02-20 23:00,16,26.1,28.4,28.5,,2022-02-20 20:00,16.4,26.1,28.4,28.5
702,劳魂,2022-02-21 0:00,15.8,26.1,28.4,28.5,,2022-02-20 21:00,16.3,26.1,28.4,28.5
702,劳魂,2022-02-21 1:00,15.5,26.1,28.4,28.5,,2022-02-20 22:00,16.1,26.1,28.4,28.5
702,劳魂,2022-02-21 2:00,15.3,26.1,28.4,28.5,,2022-02-20 23:00,16,26.1,28.4,28.5
702,劳魂,2022-02-21 3:00,15.2,26.1,28.4,28.5,,2022-02-21 0:00,15.8,26.1,28.4,28.5
702,劳魂,2022-02-21 4:00,15.1,26.1,28.4,28.5,,2022-02-21 1:00,15.5,26.1,28.4,28.5
702,劳魂,2022-02-21 5:00,14.8,26.1,28.4,28.5,,2022-02-21 2:00,15.3,26.1,28.4,28.5
702,劳魂,2022-02-21 6:00,14.4,26.1,28.4,28.5,,2022-02-21 3:00,15.2,26.1,28.4,28.5
702,劳魂,2022-02-21 7:00,13.8,26,28.4,28.5,,2022-02-21 4:00,15.1,26.1,28.4,28.5
702,劳魂,2022-02-21 8:00,13.6,26,28.4,28.5,,2022-02-21 5:00,14.8,26.1,28.4,28.5
702,劳魂,2022-02-21 9:00,13.5,26,28.4,28.5,,2022-02-21 6:00,14.4,26.1,28.4,28.5
702,劳魂,2022-02-21 10:00,14.1,26,28.4,28.5,,2022-02-21 7:00,13.8,26,28.4,28.5
702,劳魂,2022-02-21 11:00,14.3,25.9,28.4,28.5,,2022-02-21 8:00,13.6,26,28.4,28.5
702,劳魂,2022-02-21 12:00,15.1,25.9,28.4,28.5,,2022-02-21 9:00,13.5,26,28.4,28.5
702,劳魂,2022-02-21 13:00,15.6,25.9,28.4,28.5,,2022-02-21 10:00,14.1,26,28.4,28.5
702,劳魂,2022-02-21 14:00,15.8,25.9,28.4,28.5,,2022-02-21 11:00,14.3,25.9,28.4,28.5
702,劳魂,2022-02-21 15:00,15.9,25.9,28.3,28.5,,2022-02-21 12:00,15.1,25.9,28.4,28.5
702,劳魂,2022-02-21 16:00,15.9,26,28.3,28.5,,2022-02-21 13:00,15.6,25.9,28.4,28.5
702,劳魂,2022-02-21 17:00,16,26,28.3,28.5,,2022-02-21 14:00,15.8,25.9,28.4,28.5
702,劳魂,2022-02-21 18:00,16,26,28.3,28.5,,2022-02-21 15:00,15.9,25.9,28.3,28.5
702,劳魂,2022-02-21 19:00,16,26,28.3,28.5,,2022-02-21 16:00,15.9,26,28.3,28.5
702,劳魂,2022-02-21 20:00,16,26,28.3,28.5,,2022-02-21 17:00,16,26,28.3,28.5
702,劳魂,2022-02-21 21:00,16,26,28.3,28.5,,2022-02-21 18:00,16,26,28.3,28.5
702,劳魂,2022-02-21 22:00,16,26,28.3,28.5,,2022-02-21 19:00,16,26,28.3,28.5
702,劳魂,2022-02-21 23:00,16,26,28.3,28.5,,2022-02-21 20:00,16,26,28.3,28.5
702,劳魂,2022-02-22 0:00,15.9,26,28.3,28.5,,2022-02-21 21:00,16,26,28.3,28.5
702,劳魂,2022-02-23 1:00,15.4,25.9,28.3,28.5,,2022-02-21 22:00,16,26,28.3,28.5
702,劳魂,2022-02-23 2:00,15.3,25.9,28.3,28.5,,2022-02-21 23:00,16,26,28.3,28.5
702,劳魂,2022-02-23 3:00,15,25.9,28.3,28.5,,2022-02-22 0:00,15.9,26,28.3,28.5
702,劳魂,2022-02-23 4:00,14.7,25.9,28.3,28.5,,2022-02-23 1:00,15.4,25.9,28.3,28.5
702,劳魂,2022-02-23 5:00,14.4,25.9,28.3,28.5,,2022-02-23 2:00,15.3,25.9,28.3,28.5
702,劳魂,2022-02-23 6:00,14.1,25.9,28.3,28.5,,2022-02-23 3:00,15,25.9,28.3,28.5
702,劳魂,2022-02-23 7:00,13.8,25.9,28.3,28.5,,2022-02-23 4:00,14.7,25.9,28.3,28.5
702,劳魂,2022-02-23 8:00,13.5,25.9,28.3,28.5,,2022-02-23 5:00,14.4,25.9,28.3,28.5
702,劳魂,2022-02-23 9:00,13.3,25.8,28.3,28.5,,2022-02-23 6:00,14.1,25.9,28.3,28.5
702,劳魂,2022-02-23 10:00,13.4,25.8,28.3,28.5,,2022-02-23 7:00,13.8,25.9,28.3,28.5
702,劳魂,2022-02-23 11:00,13.5,25.8,28.3,28.5,,2022-02-23 8:00,13.5,25.9,28.3,28.5
702,劳魂,2022-02-23 12:00,13.7,25.8,28.3,28.5,,2022-02-23 9:00,13.3,25.8,28.3,28.5
702,劳魂,2022-02-23 13:00,14.3,25.8,28.3,28.5,,2022-02-23 10:00,13.4,25.8,28.3,28.5
702,劳魂,2022-02-23 14:00,14.9,25.8,28.3,28.5,,2022-02-23 11:00,13.5,25.8,28.3,28.5
702,劳魂,2022-02-23 15:00,15.3,25.8,28.3,28.5,,2022-02-23 12:00,13.7,25.8,28.3,28.5
702,劳魂,2022-02-23 16:00,15.4,25.8,28.3,28.5,,2022-02-23 13:00,14.3,25.8,28.3,28.5
702,劳魂,2022-02-23 17:00,15.4,25.8,28.3,28.5,,2022-02-23 14:00,14.9,25.8,28.3,28.5
702,劳魂,2022-02-23 18:00,15.4,25.8,28.3,28.5,,2022-02-23 15:00,15.3,25.8,28.3,28.5
702,劳魂,2022-02-23 19:00,15.5,25.8,28.3,28.5,,2022-02-23 16:00,15.4,25.8,28.3,28.5
702,劳魂,2022-02-23 20:00,15.4,25.8,28.3,28.5,,2022-02-23 17:00,15.4,25.8,28.3,28.5
702,劳魂,2022-02-23 21:00,15.4,25.8,28.3,28.5,,2022-02-23 18:00,15.4,25.8,28.3,28.5
702,劳魂,2022-02-23 22:00,15.3,25.8,28.3,28.5,,2022-02-23 19:00,15.5,25.8,28.3,28.5
702,劳魂,2022-02-23 23:00,15.1,25.8,28.3,28.5,,2022-02-23 20:00,15.4,25.8,28.3,28.5
702,劳魂,2022-02-24 0:00,14.7,25.8,28.3,28.5,,2022-02-23 21:00,15.4,25.8,28.3,28.5
702,劳魂,2022-02-24 1:00,13.9,25.8,28.3,28.5,,2022-02-23 22:00,15.3,25.8,28.3,28.5
702,劳魂,2022-02-24 2:00,13.3,25.8,28.3,28.5,,2022-02-23 23:00,15.1,25.8,28.3,28.5
702,劳魂,2022-02-24 3:00,12.8,25.8,28.3,28.5,,2022-02-24 0:00,14.7,25.8,28.3,28.5
702,劳魂,2022-02-24 4:00,12.4,25.8,28.3,28.5,,2022-02-24 1:00,13.9,25.8,28.3,28.5
702,劳魂,2022-02-24 5:00,11.9,25.6,28.3,28.5,,2022-02-24 2:00,13.3,25.8,28.3,28.5
702,劳魂,2022-02-24 6:00,11.6,25.6,28.3,28.5,,2022-02-24 3:00,12.8,25.8,28.3,28.5
702,劳魂,2022-02-24 7:00,11.4,25.6,28.3,28.5,,2022-02-24 4:00,12.4,25.8,28.3,28.5
702,劳魂,2022-02-24 8:00,11.3,25.6,28.3,28.5,,2022-02-24 5:00,11.9,25.6,28.3,28.5
702,劳魂,2022-02-24 9:00,11.3,25.5,28.3,28.5,,2022-02-24 6:00,11.6,25.6,28.3,28.5
702,劳魂,2022-02-24 10:00,11.8,25.5,28.3,28.5,,2022-02-24 7:00,11.4,25.6,28.3,28.5
702,劳魂,2022-02-24 11:00,12.4,25.5,28.3,28.5,,2022-02-24 8:00,11.3,25.6,28.3,28.5
702,劳魂,2022-02-24 12:00,13.2,25.5,28.3,28.5,,2022-02-24 9:00,11.3,25.5,28.3,28.5
702,劳魂,2022-02-24 13:00,13.8,25.5,28.3,28.5,,2022-02-24 10:00,11.8,25.5,28.3,28.5
702,劳魂,2022-02-24 14:00,14.5,25.5,28.3,28.5,,2022-02-24 11:00,12.4,25.5,28.3,28.5
702,劳魂,2022-02-24 15:00,14.8,25.5,28.3,28.5,,2022-02-24 12:00,13.2,25.5,28.3,28.5
702,劳魂,2022-02-24 16:00,14.9,25.5,28.3,28.5,,2022-02-24 13:00,13.8,25.5,28.3,28.5
702,劳魂,2022-02-24 17:00,15,25.5,28.2,28.5,,2022-02-24 14:00,14.5,25.5,28.3,28.5
702,劳魂,2022-02-24 18:00,15,25.5,28.2,28.5,,2022-02-24 15:00,14.8,25.5,28.3,28.5
702,劳魂,2022-02-24 19:00,15.1,25.5,28.2,28.5,,2022-02-24 16:00,14.9,25.5,28.3,28.5
702,劳魂,2022-02-24 20:00,15.1,25.5,28.1,28.5,,2022-02-24 17:00,15,25.5,28.2,28.5
702,劳魂,2022-02-24 21:00,15.1,25.5,28.1,28.5,,2022-02-24 18:00,15,25.5,28.2,28.5
702,劳魂,2022-02-24 22:00,15,25.5,28.1,28.5,,2022-02-24 19:00,15.1,25.5,28.2,28.5
702,劳魂,2022-02-24 23:00,14.9,25.5,28.1,28.5,,2022-02-24 20:00,15.1,25.5,28.1,28.5
702,劳魂,2022-02-25 0:00,14.8,25.5,28.1,28.5,,2022-02-24 21:00,15.1,25.5,28.1,28.5
702,劳魂,2022-02-25 1:00,14.6,25.5,28.1,28.5,,2022-02-24 22:00,15,25.5,28.1,28.5
702,劳魂,2022-02-25 2:00,14.4,25.5,28.1,28.5,,2022-02-24 23:00,14.9,25.5,28.1,28.5
702,劳魂,2022-02-25 3:00,14.1,25.5,28.1,28.5,,2022-02-25 0:00,14.8,25.5,28.1,28.5
702,劳魂,2022-02-25 4:00,13.9,25.5,28.1,28.5,,2022-02-25 1:00,14.6,25.5,28.1,28.5
702,劳魂,2022-02-25 5:00,13.1,25.5,28.1,28.5,,2022-02-25 2:00,14.4,25.5,28.1,28.5
702,劳魂,2022-02-25 6:00,12.6,25.5,28.1,28.5,,2022-02-25 3:00,14.1,25.5,28.1,28.5
702,劳魂,2022-02-25 7:00,12.3,25.5,28.1,28.5,,2022-02-25 4:00,13.9,25.5,28.1,28.5
702,劳魂,2022-02-25 8:00,12,25.5,28.1,28.5,,2022-02-25 5:00,13.1,25.5,28.1,28.5
702,劳魂,2022-02-25 9:00,12,25.5,28.1,28.5,,2022-02-25 6:00,12.6,25.5,28.1,28.5
702,劳魂,2022-02-25 10:00,12.5,25.4,28.1,28.5,,2022-02-25 7:00,12.3,25.5,28.1,28.5
702,劳魂,2022-02-25 11:00,13.1,25.4,28.1,28.5,,2022-02-25 8:00,12,25.5,28.1,28.5
702,劳魂,2022-02-25 12:00,13.9,25.4,28.1,28.5,,2022-02-25 9:00,12,25.5,28.1,28.5
702,劳魂,2022-02-25 13:00,14.6,25.4,28.1,28.5,,2022-02-25 10:00,12.5,25.4,28.1,28.5
702,劳魂,2022-02-25 14:00,14.8,25.4,28.1,28.5,,2022-02-25 11:00,13.1,25.4,28.1,28.5
702,劳魂,2022-02-25 15:00,14.9,25.4,28.1,28.5,,2022-02-25 12:00,13.9,25.4,28.1,28.5
702,劳魂,2022-02-25 16:00,14.9,25.5,28.1,28.5,,2022-02-25 13:00,14.6,25.4,28.1,28.5
702,劳魂,2022-02-25 17:00,14.9,25.5,28.1,28.5,,2022-02-25 14:00,14.8,25.4,28.1,28.5
702,劳魂,2022-02-25 18:00,15,25.5,28.1,28.5,,2022-02-25 15:00,14.9,25.4,28.1,28.5
702,劳魂,2022-02-25 19:00,15,25.5,28.1,28.5,,2022-02-25 16:00,14.9,25.5,28.1,28.5
702,劳魂,2022-02-25 20:00,15.1,25.5,28.1,28.5,,2022-02-25 17:00,14.9,25.5,28.1,28.5
702,劳魂,2022-02-25 21:00,15.2,25.5,28.1,28.5,,2022-02-25 18:00,15,25.5,28.1,28.5
702,劳魂,2022-02-25 22:00,15.3,25.5,28.1,28.5,,2022-02-25 19:00,15,25.5,28.1,28.5
702,劳魂,2022-02-25 23:00,15.3,25.5,28.1,28.5,,2022-02-25 20:00,15.1,25.5,28.1,28.5
702,劳魂,2022-02-26 0:00,15.3,25.5,28.1,28.5,,2022-02-25 21:00,15.2,25.5,28.1,28.5
702,劳魂,2022-02-26 1:00,15.3,25.5,28.1,28.5,,2022-02-25 22:00,15.3,25.5,28.1,28.5
702,劳魂,2022-02-26 2:00,15.3,25.5,28.1,28.5,,2022-02-25 23:00,15.3,25.5,28.1,28.5
702,劳魂,2022-02-26 3:00,15.2,25.5,28.1,28.5,,2022-02-26 0:00,15.3,25.5,28.1,28.5
702,劳魂,2022-02-26 4:00,15.2,25.5,28.1,28.5,,2022-02-26 1:00,15.3,25.5,28.1,28.5
702,劳魂,2022-02-26 5:00,15.1,25.5,28.1,28.5,,2022-02-26 2:00,15.3,25.5,28.1,28.5
702,劳魂,2022-02-26 6:00,15.1,25.5,28.1,28.5,,2022-02-26 3:00,15.2,25.5,28.1,28.5
702,劳魂,2022-02-26 7:00,14.9,25.5,28.1,28.5,,2022-02-26 4:00,15.2,25.5,28.1,28.5
702,劳魂,2022-02-26 8:00,14.9,25.5,28.1,28.5,,2022-02-26 5:00,15.1,25.5,28.1,28.5
702,劳魂,2022-02-26 9:00,14.8,25.5,28.1,28.5,,2022-02-26 6:00,15.1,25.5,28.1,28.5
702,劳魂,2022-02-26 10:00,14.9,25.5,28.1,28.5,,2022-02-26 7:00,14.9,25.5,28.1,28.5
702,劳魂,2022-02-26 11:00,15.1,25.5,28.1,28.5,,2022-02-26 8:00,14.9,25.5,28.1,28.5
702,劳魂,2022-02-26 12:00,15.3,25.5,28.1,28.5,,2022-02-26 9:00,14.8,25.5,28.1,28.5
702,劳魂,2022-02-26 13:00,15.3,25.5,28.1,28.5,,2022-02-26 10:00,14.9,25.5,28.1,28.5
702,劳魂,2022-02-26 14:00,15.3,25.6,28.1,28.5,,2022-02-26 11:00,15.1,25.5,28.1,28.5
702,劳魂,2022-02-26 15:00,15.3,25.6,28.1,28.5,,2022-02-26 12:00,15.3,25.5,28.1,28.5
702,劳魂,2022-02-26 16:00,15.3,25.6,28.1,28.5,,2022-02-26 13:00,15.3,25.5,28.1,28.5
702,劳魂,2022-02-26 17:00,15.2,25.6,28.1,28.5,,2022-02-26 14:00,15.3,25.6,28.1,28.5
702,劳魂,2022-02-26 18:00,15.2,25.8,28.1,28.5,,2022-02-26 15:00,15.3,25.6,28.1,28.5
702,劳魂,2022-02-26 19:00,15.2,25.8,28.1,28.5,,2022-02-26 16:00,15.3,25.6,28.1,28.5
702,劳魂,2022-02-26 20:00,15.1,25.8,28.1,28.5,,2022-02-26 17:00,15.2,25.6,28.1,28.5
702,劳魂,2022-02-26 21:00,15.1,25.8,28.1,28.5,,2022-02-26 18:00,15.2,25.8,28.1,28.5
702,劳魂,2022-02-26 22:00,15.4,25.8,28.1,28.5,,2022-02-26 19:00,15.2,25.8,28.1,28.5
702,劳魂,2022-02-26 23:00,15.4,25.8,28.1,28.5,,2022-02-26 20:00,15.1,25.8,28.1,28.5
702,劳魂,2022-02-27 0:00,15.5,25.8,28.1,28.5,,2022-02-26 21:00,15.1,25.8,28.1,28.5
702,劳魂,2022-02-27 1:00,15.6,25.8,28.1,28.5,,2022-02-26 22:00,15.4,25.8,28.1,28.5
702,劳魂,2022-02-27 2:00,15.7,25.8,28.1,28.5,,2022-02-26 23:00,15.4,25.8,28.1,28.5
702,劳魂,2022-02-27 3:00,15.7,25.8,28.1,28.5,,2022-02-27 0:00,15.5,25.8,28.1,28.5
702,劳魂,2022-02-27 4:00,15.7,25.8,28.1,28.5,,2022-02-27 1:00,15.6,25.8,28.1,28.5
702,劳魂,2022-02-27 5:00,15.6,25.8,28.1,28.5,,2022-02-27 2:00,15.7,25.8,28.1,28.5
702,劳魂,2022-02-27 6:00,15.6,25.8,28.1,28.5,,2022-02-27 3:00,15.7,25.8,28.1,28.5
702,劳魂,2022-02-27 7:00,15.5,25.8,28.1,28.5,,2022-02-27 4:00,15.7,25.8,28.1,28.5
702,劳魂,2022-02-27 8:00,15.4,25.6,28.1,28.5,,2022-02-27 5:00,15.6,25.8,28.1,28.5
702,劳魂,2022-02-27 9:00,15.3,25.6,28.1,28.5,,2022-02-27 6:00,15.6,25.8,28.1,28.5
702,劳魂,2022-02-27 10:00,15.3,25.6,28.1,28.5,,2022-02-27 7:00,15.5,25.8,28.1,28.5
702,劳魂,2022-02-27 11:00,15.5,25.6,28.1,28.5,,2022-02-27 8:00,15.4,25.6,28.1,28.5
702,劳魂,2022-02-27 12:00,15.6,25.6,28.1,28.5,,2022-02-27 9:00,15.3,25.6,28.1,28.5
702,劳魂,2022-02-27 13:00,15.6,25.6,28.1,28.5,,2022-02-27 10:00,15.3,25.6,28.1,28.5
702,劳魂,2022-02-27 14:00,15.6,25.8,28.1,28.5,,2022-02-27 11:00,15.5,25.6,28.1,28.5
702,劳魂,2022-02-27 15:00,15.6,25.8,28.1,28.5,,2022-02-27 12:00,15.6,25.6,28.1,28.5
702,劳魂,2022-02-27 16:00,15.5,25.8,28.1,28.5,,2022-02-27 13:00,15.6,25.6,28.1,28.5
702,劳魂,2022-02-27 17:00,15.4,25.8,28.1,28.5,,2022-02-27 14:00,15.6,25.8,28.1,28.5
702,劳魂,2022-02-27 18:00,15.4,25.8,28.1,28.5,,2022-02-27 15:00,15.6,25.8,28.1,28.5
702,劳魂,2022-02-27 19:00,15.4,25.8,28.1,28.5,,2022-02-27 16:00,15.5,25.8,28.1,28.5
702,劳魂,2022-02-27 20:00,15.5,25.8,28.3,28.5,,2022-02-27 17:00,15.4,25.8,28.1,28.5
702,劳魂,2022-02-27 21:00,15.6,25.8,28.3,28.5,,2022-02-27 18:00,15.4,25.8,28.1,28.5
702,劳魂,2022-02-27 22:00,15.6,25.8,28.3,28.5,,2022-02-27 19:00,15.4,25.8,28.1,28.5
702,劳魂,2022-02-27 23:00,15.6,25.8,28.3,28.5,,2022-02-27 20:00,15.5,25.8,28.3,28.5
702,劳魂,2022-02-28 0:00,15.6,25.8,28.3,28.5,,2022-02-27 21:00,15.6,25.8,28.3,28.5
702,劳魂,2022-02-28 1:00,15.6,25.8,28.3,28.5,,2022-02-27 22:00,15.6,25.8,28.3,28.5
702,劳魂,2022-02-28 2:00,15.6,25.8,28.1,28.5,,2022-02-27 23:00,15.6,25.8,28.3,28.5
702,劳魂,2022-02-28 3:00,15.5,25.8,28.1,28.5,,2022-02-28 0:00,15.6,25.8,28.3,28.5
702,劳魂,2022-02-28 4:00,15.4,25.7,28.1,28.5,,2022-02-28 1:00,15.6,25.8,28.3,28.5
702,劳魂,2022-02-28 5:00,15.4,25.6,28.1,28.5,,2022-02-28 2:00,15.6,25.8,28.1,28.5
702,劳魂,2022-02-28 6:00,15.3,25.6,28.1,28.5,,2022-02-28 3:00,15.5,25.8,28.1,28.5
702,劳魂,2022-02-28 7:00,15.2,25.6,28.1,28.5,,2022-02-28 4:00,15.4,25.7,28.1,28.5
702,劳魂,2022-02-28 8:00,15.2,25.6,28.1,28.5,,2022-02-28 5:00,15.4,25.6,28.1,28.5
702,劳魂,2022-02-28 9:00,15.1,25.6,28.1,28.5,,2022-02-28 6:00,15.3,25.6,28.1,28.5
702,劳魂,2022-02-28 10:00,15.3,25.6,28.1,28.5,,2022-02-28 7:00,15.2,25.6,28.1,28.5
702,劳魂,2022-02-28 11:00,15.4,25.6,28.1,28.5,,2022-02-28 8:00,15.2,25.6,28.1,28.5
702,劳魂,2022-02-28 12:00,15.5,25.6,28.1,28.5,,2022-02-28 9:00,15.1,25.6,28.1,28.5
702,劳魂,2022-02-28 13:00,15.6,25.6,28.1,28.5,,2022-02-28 10:00,15.3,25.6,28.1,28.5
702,劳魂,2022-02-28 14:00,15.4,25.6,28.1,28.5,,2022-02-28 11:00,15.4,25.6,28.1,28.5
702,劳魂,2022-02-28 15:00,15.4,25.6,28.1,28.5,,2022-02-28 12:00,15.5,25.6,28.1,28.5
702,劳魂,2022-02-28 16:00,15.3,25.8,28.1,28.5,,2022-02-28 13:00,15.6,25.6,28.1,28.5
702,劳魂,2022-02-28 17:00,15.3,25.8,28.1,28.5,,2022-02-28 14:00,15.4,25.6,28.1,28.5
702,劳魂,2022-02-28 18:00,15.2,25.8,28.1,28.5,,2022-02-28 15:00,15.4,25.6,28.1,28.5
702,劳魂,2022-02-28 19:00,15.2,25.8,28.3,28.5,,2022-02-28 16:00,15.3,25.8,28.1,28.5
702,劳魂,2022-02-28 20:00,15.2,25.8,28.3,28.5,,2022-02-28 17:00,15.3,25.8,28.1,28.5
702,劳魂,2022-02-28 21:00,15.3,25.8,28.3,28.5,,2022-02-28 18:00,15.2,25.8,28.1,28.5
702,劳魂,2022-02-28 22:00,15.3,25.8,28.3,28.5,,2022-02-28 19:00,15.2,25.8,28.3,28.5
702,劳魂,2022-02-28 23:00,15.4,25.8,28.3,28.5,,2022-02-28 20:00,15.2,25.8,28.3,28.5
702,劳魂,2022-03-01 0:00,15.5,25.8,28.3,28.5,,2022-02-28 21:00,15.3,25.8,28.3,28.5
702,劳魂,2022-03-01 1:00,15.5,25.8,28.3,28.5,,2022-02-28 22:00,15.3,25.8,28.3,28.5
702,劳魂,2022-03-01 2:00,15.6,25.8,28.3,28.5,,2022-02-28 23:00,15.4,25.8,28.3,28.5
702,劳魂,2022-03-01 3:00,15.6,25.8,28.3,28.5,,2022-03-01 0:00,15.5,25.8,28.3,28.5
702,劳魂,2022-03-01 4:00,15.6,25.7,28.1,28.5,,2022-03-01 1:00,15.5,25.8,28.3,28.5
702,劳魂,2022-03-01 5:00,16.3,25.8,28.1,28.5,,2022-03-01 2:00,15.6,25.8,28.3,28.5
702,劳魂,2022-03-01 6:00,17.1,25.8,28.1,28.5,,2022-03-01 3:00,15.6,25.8,28.3,28.5
702,劳魂,2022-03-01 7:00,17.8,25.8,28.1,28.5,,2022-03-01 4:00,15.6,25.7,28.1,28.5
702,劳魂,2022-03-01 8:00,18.4,25.8,28.1,28.5,,2022-03-01 5:00,16.3,25.8,28.1,28.5
702,劳魂,2022-03-01 9:00,18.8,25.8,28.1,28.5,,2022-03-01 6:00,17.1,25.8,28.1,28.5
702,劳魂,2022-03-01 10:00,19,25.8,28.1,28.5,,2022-03-01 7:00,17.8,25.8,28.1,28.5
702,劳魂,2022-03-01 11:00,18.9,25.8,28.1,28.5,,2022-03-01 8:00,18.4,25.8,28.1,28.5
702,劳魂,2022-03-01 12:00,18.8,25.9,28.1,28.5,,2022-03-01 9:00,18.8,25.8,28.1,28.5
702,劳魂,2022-03-01 13:00,18.8,25.9,28.1,28.5,,2022-03-01 10:00,19,25.8,28.1,28.5
702,劳魂,2022-03-01 14:00,18.6,25.9,28.1,28.5,,2022-03-01 11:00,18.9,25.8,28.1,28.5
702,劳魂,2022-03-01 15:00,18.6,26,28.1,28.5,,2022-03-01 12:00,18.8,25.9,28.1,28.5
702,劳魂,2022-03-01 16:00,18.5,26,28.2,28.5,,2022-03-01 13:00,18.8,25.9,28.1,28.5
702,劳魂,2022-03-01 17:00,18.5,26,28.3,28.5,,2022-03-01 14:00,18.6,25.9,28.1,28.5
702,劳魂,2022-03-01 18:00,18.4,26,28.3,28.5,,2022-03-01 15:00,18.6,26,28.1,28.5
702,劳魂,2022-03-01 19:00,18.5,26.1,28.3,28.5,,2022-03-01 16:00,18.5,26,28.2,28.5
702,劳魂,2022-03-01 20:00,18.5,26.1,28.3,28.5,,2022-03-01 17:00,18.5,26,28.3,28.5
702,劳魂,2022-03-01 21:00,18.5,26.1,28.3,28.5,,2022-03-01 18:00,18.4,26,28.3,28.5
702,劳魂,2022-03-01 22:00,18.5,26.1,28.3,28.5,,2022-03-01 19:00,18.5,26.1,28.3,28.5
702,劳魂,2022-03-01 23:00,18.6,26.1,28.3,28.5,,2022-03-01 20:00,18.5,26.1,28.3,28.5
702,劳魂,2022-03-02 1:00,18.6,26.1,28.3,28.5,,2022-03-01 21:00,18.5,26.1,28.3,28.5
